name,longitude,latitude,geometry,nearest_tract_index,nearest_tract,distance_to_nearest_tract
PEMM LLC,-77.705541308,42.8368575,POINT (-77.705541308 42.8368575),73,030702,3115.8533680884534
B&A PORK STORE INC,-74.009751824,40.618282478,POINT (-74.00975182400002 40.618282478000005),5276,020000,278.54821163867723
GOLDEN STAR GOURMET CORP,-73.826263246,40.830997117,POINT (-73.826263246 40.830997117),5243,016400,179.36438457683573
PELHAM DELI INC,-73.831161798,40.847288729,POINT (-73.831161798 40.847288729),2576,026602,153.04173083364492
GRAND AVE DELI 2 LLC,-73.962331877,40.678318111,POINT (-73.962331877 40.678318111),5277,020300,277.5586472812923
RIGHTWAY PHARMACY INC,-73.946195289,40.600095047,POINT (-73.946195289 40.600095047),5092,057600,118.98512217195565
DONG DONG FOOD INC,-73.855493457,40.751900324,POINT (-73.855493457 40.751900324),2177,040102,187.32496390759843
GREEPOINT COFFEE ROASTING COMPANY LLC,-73.948903062,40.729001342,POINT (-73.948903062 40.729001342),5097,057300,105.93314826250244
FRESH DELI LINE INC,-73.941084591,40.679793493,POINT (-73.941084591 40.679793493000005),4994,026900,250.87327363655783
T DELI & GRILL CORP,-73.922179376,40.613043076,POINT (-73.922179376 40.613043076000004),4981,067000,60.81176279815168
BLISS PASTRIES LLC,-72.785975017,40.926817609,POINT (-72.785975017 40.926817609000004),354,169706,1335.8520452317089
SOUTHHAMPTON MARKET INC THE,-72.472709121,40.884679673,POINT (-72.472709121 40.88467967300001),400,190709,1846.7975391371783
NEPPERHAN FARMS LLC,-73.873261332,40.965958331,POINT (-73.873261332 40.965958331),3364,001900,632.495460867321
PRICE CHOPPER OPERATING CO INC,-73.704822545,42.732575644,POINT (-73.704822545 42.732575644),3821,013200,502.89804624103596
FAMILY DOLLAR STORES OF NEW YORK LLC,-77.076473607,42.96323971,POINT (-77.076473607 42.96323971),4310,050402,2924.3124246637453
ANGELARR DELI GROCERY INC,-73.928440993,40.772283269,POINT (-73.928440993 40.77228326899999),2127,008300,43.16123457658214
DOLLAR TREE STORES INC,-78.838868495,42.932244145,POINT (-78.838868495 42.93224414499999),1581,004002,116.98273333674977
COFFEE HOUSE & DELI CORP,-73.957508427,40.642864253,POINT (-73.957508427 40.64286425299999),533,051602,148.83882268091182
KINGISMART LLC,-73.835923054,40.907390579,POINT (-73.835923054 40.907390578999994),2896,003100,136.79192513348298
CANA ARRIBA GROCERY 2 INC,-73.858756448,40.884583965,POINT (-73.858756448 40.884583965),537,039600,24.44747988625412
STAR 3 FUEL CORP,-73.663401275,43.325790299,POINT (-73.663401275 43.32579029899999),2546,070300,1084.793224408463
MARTINS FOODS OF S BURLINGTON LLC,-73.671190158,42.789114473,POINT (-73.671190158 42.789114473),4456,040100,377.94221554430266
FAMILY DOLLAR STORES OF NEW YORK LLC,-73.689293896,42.903809335,POINT (-73.689293896 42.903809335),3357,062200,147.9895004337582
SPINOSA VINCENT L JR,-73.801435712,42.577488625,POINT (-73.801435712 42.57748862499999),1209,014303,1659.386136670297
ALDI INC,-77.691325208,43.16499735,POINT (-77.691325208 43.16499734999999),625,014301,728.0777657818742
A PLUS CONVENIENCE STORES INC,-78.500364329,42.093750821,POINT (-78.500364329 42.09375082099999),3138,961600,4443.036951005146
ECKERD CORP,-76.343463183,43.151332551,POINT (-76.343463183 43.151332550999996),1160,011700,389.61757613033524
NEW ARIA CORP,-73.852272711,40.710797608,POINT (-73.852272711 40.71079760799999),3982,064500,186.0229590948083
SENOVIOS MEAT MARKET INC,-74.006540884,40.620967872,POINT (-74.006540884 40.620967872),5274,019800,178.68105146189134
UNITED REFINING CO OF PA INC,-76.447122012,42.944553012,POINT (-76.447122012 42.944553012),822,016600,4495.823239510852
R&S DELI&GROCERY INC,-73.592894801,40.705336966,POINT (-73.592894801 40.705336966),868,407401,118.51585480402184
RSJ GROUP CORP,-73.981616289,40.780990683,POINT (-73.981616289 40.780990683),67,016100,390.73448932399714
METRO MARKETPLACE LLC,-73.948308953,40.795516186,POINT (-73.948308953 40.795516186),3583,017401,73.33795751494831
GREGORYS COFFEE MANAGEMENT LLC,-73.949922302,40.742027951,POINT (-73.949922302 40.742027951),3960,000701,262.58877499546236
WILLIAMS JUANITA,-75.929819362,42.102808096,POINT (-75.929819362 42.102808096000004),4032,001300,435.41007839047893
ALDI INC,-75.941392507,43.976351714,POINT (-75.941392507 43.976351714),3950,061500,602.6008468255338
EASY 602 FOOD CORP,-73.954573168,40.82124867,POINT (-73.954573168 40.82124867),3484,022301,288.7785888362267
METRO MINI MARKET INC,-73.91056868,40.713279574,POINT (-73.91056868 40.71327957399998),1370,059502,268.9503128620454
RICH PRODUCTS CORP,-78.899243209,42.916291219,POINT (-78.899243209 42.91629121900001),1394,006100,224.73867065603127
GOLDEN ORANGE DELI CORP,-73.322942533,40.700319014,POINT (-73.322942533 40.70031901399999),1726,124500,697.2251461192091
5001 MEAT CORP,-73.958345025,40.74334018,POINT (-73.958345025 40.74334017999998),4338,000101,252.11718833672342
H & H DELI CORP,-73.931026307,40.671299566,POINT (-73.931026307 40.671299565999995),2454,035101,166.21602326144517
K CHOICE FARM INC,-73.918951421,40.742522651,POINT (-73.918951421 40.742522651),3966,023502,208.86601067790923
ADEN FOOD MARKET CORP,-73.962889274,40.711769993,POINT (-73.962889274 40.711769993),5031,054900,249.5128345157005
HAMPTONS MARKETPLACE INC,-74.003768402,40.753032007,POINT (-74.003768402 40.753032007),3232,009902,382.6268023093864
DOLEH 919 FOOD CORP,-74.001670915,40.577287008,POINT (-74.001670915 40.577287008),4625,032800,352.5324420425392
WOJTASZEK ROMAN,-74.025020718,40.620582849,POINT (-74.025020718 40.620582848999994),4738,016000,237.06468898410137
V&D FOOD&GAS INC,-73.792236742,41.132147541,POINT (-73.792236742 41.132147541),1985,012202,417.14923933515513
SIMAR & KARAN INC,-76.058290539,42.198300518,POINT (-76.058290539 42.198300518),2526,010200,2238.4144284576423
MR TOFU INC,-73.992217804,40.601187921,POINT (-73.992217804 40.601187921),4801,029600,72.44509642376205
LAM KAM PAN,-74.021796702,41.060146699,POINT (-74.02179670200002 41.060146699),3631,012700,462.43598303980156
CANAAN FISH MARKET INC,-73.661119469,41.002981407,POINT (-73.661119469 41.002981407),14,008000,279.13570292200814
NICHOLS SUPERMARKET INC,-76.208189491,43.10168876,POINT (-76.20818949100001 43.10168876),1218,013300,537.9440708062344
LEE SANG DUCK,-74.098200355,40.581376385,POINT (-74.098200355 40.581376385),3492,011401,490.7512158986349
"ARGUETA, JOSE W & GELVIS N",-73.417479337,40.679343888,POINT (-73.417479337 40.679343888),1693,123500,86.77238907421452
SESAME HALVA AND TAHINI CO LLC,-74.004665517,40.742230541,POINT (-74.004665517 40.742230541),3535,008300,18.294877518017596
4216 AVE D LLC,-73.936391898,40.641585049,POINT (-73.936391898 40.64158504899999),4725,083800,107.9662578353722
A PLUS CONVENIENCE STORES INC,-79.043570412,43.095347515,POINT (-79.043570412 43.09534751499999),2507,020900,331.5992868903975
BATTERY PARK CTY GOURMET MKT INC,-74.014094991,40.717070708,POINT (-74.014094991 40.71707070799999),3671,031703,386.39707043628096
AMG RETAIL 1 LLC,-73.495186369,40.737383161,POINT (-73.495186369 40.737383161),5318,408800,686.9684873721679
JAY SEAFOOD 1958 INC,-73.961899905,40.660753497,POINT (-73.961899905 40.660753496999995),2,079801,281.299943752104
LITTLE MEXICO MINI MARKET INC,-73.910451501,40.768673811,POINT (-73.910451501 40.76867381099999),3004,014300,278.33972093702664
FRESH BITES GOURMET DELI CORP,-73.949344872,40.825799331,POINT (-73.949344872 40.82579933099999),135,022700,397.52852863514636
BETHEL FOOD CORP,-73.906799003,40.859272546,POINT (-73.90679900300002 40.859272546),2569,025500,228.5382337340729
CVS ALBANY LLC,-75.894797675,42.158569336,POINT (-75.894797675 42.158569336),2537,012201,2746.117082620625
501 NYACK INC,-73.926761762,41.10945467,POINT (-73.926761762 41.10945466999999),4143,013101,1685.6975571254616
ALGHAITHI AHMED,-75.884616848,42.10772995,POINT (-75.884616848 42.10772995),4027,000600,811.062559118877
KINGSBRIDGE SMOKE SHOP & CANDY INC,-73.904312008,40.879932219,POINT (-73.904312008 40.879932219000004),2585,028300,166.18902608937236
ALDI INC,-73.990964097,41.957648405,POINT (-73.990964097 41.957648404999986),1244,951400,984.3323039506323
GENOVESE DRUG STORES INC,-74.008620686,40.630526804,POINT (-74.008620686 40.630526804),4677,021200,261.8343586817051
ECUA DELI & PRODUCTS INC,-73.245952322,40.730101676,POINT (-73.245952322 40.730101676000004),271,147301,503.7575990730878
EXOTIC KREATIONS LLC,-73.608607936,40.658764053,POINT (-73.608607936 40.65876405299999),5312,413600,298.0227401871077
"KPH HEALTHCARE SERVICES, INC.",-76.557003062,42.93004708,POINT (-76.557003062 42.93004708),1979,041600,852.3907572740293
HYLAN GASOLINE INC,-74.101642628,40.579148755,POINT (-74.10164262800001 40.579148755000006),3493,011402,360.47994989589574
MOUNT KISCO SEAFOOD INC,-73.732380147,41.191804605,POINT (-73.732380147 41.191804604999994),4922,013000,1012.564136011695
CHAUTAUQUA INSTITUTION,-79.466648567,42.210086022,POINT (-79.466648567 42.210086022),1351,036401,4612.998258003873
HARASH INC,-75.946069023,42.111281446,POINT (-75.946069023 42.11128144600001),3985,000100,592.4098593213015
CVS ALBANY LLC,-73.675589735,40.750813191,POINT (-73.675589735 40.750813191),5330,302900,577.7320988336514
PK FUELS INC,-73.388523466,40.682076514,POINT (-73.388523466 40.682076513999995),428,123704,744.1371640973183
WEST HEMPSTEAD AUTO CARE INC,-73.660962895,40.667007026,POINT (-73.660962895 40.66700702600001),1061,410200,697.2342100443924
BEVERAGE&SMOKE CONVENIENT LLC,-73.854341616,42.764136485,POINT (-73.854341616 42.76413648499999),4015,013802,742.8477580541289
BROOK MEAT & PRODUCE CORP,-73.91943162,40.807027682,POINT (-73.91943162 40.807027682),630,002500,121.78016088442575
WALGREEN EASTERN CO INC,-73.879680025,42.213924137,POINT (-73.879680025 42.213924137),1381,081001,1838.312627594473
BEACH CONVENIENCE STORE LTD,-73.837088809,40.580001404,POINT (-73.837088809 40.58000140400001),1522,093402,534.247112581792
DON JUANITO GROCERY & MEAT MARKET CORP,-73.862032934,41.161864531,POINT (-73.862032934 41.161864531),2635,013401,843.0218415335374
PINE AIRE GAS & CONVENIENCE CORP,-73.278732772,40.772401998,POINT (-73.278732772 40.77240199799999),416,145904,1310.2917036957163
GREEN DELI MARKETPLACE INC,-73.855881371,40.842033821,POINT (-73.855881371 40.842033821),3163,021001,243.87077436402004
WEGMANS FOOD MARKETS INC,-77.669231909,42.346906719,POINT (-77.669231909 42.34690671900001),3327,960600,1525.684262831369
1188 FLATBUSH MEAT&PRODUCE INC,-73.95661215,40.641281582,POINT (-73.95661215 40.641281582),2426,079001,100.3822413622342
MATHY GROCERY VARIETY LLC,-72.541826368,40.872048824,POINT (-72.541826368 40.87204882399999),3076,190603,1366.909195803766
OKIN FOODS INC,-74.133468463,40.626517404,POINT (-74.133468463 40.626517404000005),4427,020100,283.27370470454997
127 DELI & GRILL CORP,-73.812821858,40.668962188,POINT (-73.812821858 40.668962188),2383,081800,360.090861046724
WALGREEN EASTERN CO INC,-73.914265267,42.807703019,POINT (-73.914265267 42.807703019),2149,020500,656.4639124679525
MIRABITO HOLDING INC,-76.464392588,42.436648487,POINT (-76.464392588 42.436648487),953,000300,1234.551150807658
BUFFALO AFRICAN MARKET LLC,-78.90595071,42.953449522,POINT (-78.90595071 42.95344952199999),3438,005802,154.90765234579527
DOLGEN NEW YORK LLC,-75.295786893,43.075729,POINT (-75.295786893 43.075729),5198,025100,782.2981747388825
WANDA RP CORP,-73.916329646,40.838813284,POINT (-73.91632964600001 40.838813284000004),5012,022102,129.69880329649814
ALDI INC,-76.218970798,43.128418733,POINT (-76.218970798 43.12841873299998),1161,013400,1342.9534239465988
RASHED CORPORATION,-77.599721792,43.173706323,POINT (-77.599721792 43.173706323),2803,005200,652.3000337586435
PARRYS INC,-75.547959635,42.833345524,POINT (-75.547959635 42.833345524),2395,030900,2137.613811608075
STEWARTS SHOPS CORP,-73.80773354,42.935409277,POINT (-73.80773354 42.935409277),4254,061906,1678.617586472452
STONEWOOD DELI & MARKET INC,-77.634670808,43.230727237,POINT (-77.634670808 43.230727237),510,013800,326.8187607650312
M&H PETROLEUM INC,-74.090570889,41.486631972,POINT (-74.090570889 41.486631972),1658,015202,2396.5990526219894
KWIK E MINI MART LLC,-77.698099519,42.560007261,POINT (-77.69809951900001 42.560007261),273,031400,196.00263372727116
CVS ALBANY LLC,-73.98687476,40.739800586,POINT (-73.98687476 40.73980058600001),2650,005600,223.95880349156417
AFFIA MEAT & GROCERY INC,-73.951388967,40.663738335,POINT (-73.951388967 40.66373833499999),4735,032900,256.4927455278513
SALEEMS FOOD MART INC,-73.65722465,42.739783746,POINT (-73.65722465 42.739783746),4697,041300,1359.123608291646
POLAM INTERNATIONAL MEAT MKT INC,-73.954363034,40.731823319,POINT (-73.954363034 40.731823319),5091,057500,100.6274597501837
EAE EATERY ETC INC,-73.919583249,40.729094548,POINT (-73.919583249 40.72909454799999),5333,020500,236.27075715299512
FAMILY DOLLAR STORES OF NEW YORK LLC,-73.783492154,40.69639029,POINT (-73.783492154 40.69639029),1466,025800,322.3454303853955
DK MARKS LLC,-76.801418018,42.092943602,POINT (-76.801418018 42.092943602),4200,000700,290.685919841252
ELJAHMI MAJID,-73.995328664,40.645538625,POINT (-73.995328664 40.64553862499999),2445,009002,138.0711468564657
CLIFFORDS SUNRISE TO SUNSET MARKETS INC,-75.3753506,43.052153808,POINT (-75.3753506 43.05215380799999),5187,025001,2204.429687868026
TARGET CORPORATION,-73.989782778,40.734841768,POINT (-73.989782778 40.734841768),2654,006100,248.98225160152495
7 DAYS FOOD MART CORP,-74.134542772,40.636585914,POINT (-74.134542772 40.636585913999994),2710,020702,463.47297518379327
SRISAI CONVENIENCE INC,-73.987550509,40.747330343,POINT (-73.987550509 40.747330343),2673,007600,33.8504054916742
CUMBERLAND FARMS INC,-73.541742393,42.637565137,POINT (-73.541742393 42.637565137),169,052203,1318.1207013493436
DOLGEN NEW YORK LLC,-78.489936236,43.205978956,POINT (-78.489936236 43.205978956),2422,024002,1320.0270706969127
COUNTRY SIDE GROCERIES LLC,-76.961776901,42.642252046,POINT (-76.961776901 42.642252046),3756,150102,2041.5159540225698
CHESED MANAGEMENT WNY LLC,-78.815483739,42.992301613,POINT (-78.815483739 42.992301613),258,009200,579.2261950158594
SUNNY DELI & GROCERY INC,-73.806353041,40.712176222,POINT (-73.806353041 40.71217622199999),2295,023000,160.17425846997057
GRAND UNION OF COOPERSTOWN LLC,-74.959722238,42.649737339,POINT (-74.95972223800001 42.649737338999984),1734,590201,4575.523419240588
EL CARIBE MARKET LLC,-74.198892235,42.942375309,POINT (-74.198892235 42.942375309000006),1879,070300,526.784092211113
STEWARTS SHOPS CORP,-73.579211679,43.104425619,POINT (-73.57921167900001 43.104425619),4787,060902,1006.3353134966509
MEAT BOY INC,-73.951583344,40.587360547,POINT (-73.951583344 40.587360547),5107,059000,392.7514893579539
FUJISAN FRANCHISING CORP,-73.484994645,44.692617317,POINT (-73.484994645 44.69261731700001),4390,101000,807.7087167704292
DODGE FOOD MARKET INC,-78.847922794,42.905456546,POINT (-78.847922794 42.90545654600001),647,003302,452.34226859818705
BROWNSVILLE GOURMET DELI PLUS CORP,-73.909961075,40.667923754,POINT (-73.909961075 40.66792375400001),504,092400,169.02606928806983
SHAKTI ONE STOP INC,-73.850333474,43.011026072,POINT (-73.85033347400001 43.011026072),3348,061800,421.5336608611099
BAWAJI SWEETS INC,-73.904117296,40.750238402,POINT (-73.904117296 40.750238401999994),1458,025700,90.51073041567159
JAY SUSHI INC,-73.95301245,40.808032418,POINT (-73.95301245000002 40.808032417999996),4893,025700,100.10496918637261
ALDI INC,-78.786123525,42.866553661,POINT (-78.786123525 42.866553661000005),582,011300,773.7256435543251
INSERRA SUPERMARKETS INC,-73.982569982,41.217844035,POINT (-73.982569982 41.21784403500001),4380,010102,1234.3809155608008
GREEN ACRE FARM&NURSERY INC,-77.722908527,43.254013631,POINT (-77.722908527 43.254013631),1165,013508,1015.6000251793992
WALGREEN EASTERN CO INC,-78.872528383,42.981446206,POINT (-78.872528383 42.98144620600001),1841,008202,871.1818191463781
786 MS CORP,-73.991081637,41.13881589,POINT (-73.991081637 41.13881589),3486,010804,764.8084702878671
UNITED CORP 1,-73.989660821,40.767305466,POINT (-73.989660821 40.767305466),3534,013900,294.5384489486609
42-15 81ST GROCERY & DELI INC,-73.884039453,40.74172461,POINT (-73.884039453 40.741724610000006),2751,048100,101.58433636876471
SIMCHICK MEATS INC,-73.964062405,40.75644319,POINT (-73.964062405 40.75644318999999),3213,010801,246.6020171432526
ZIGGY DELI GROCERY CORP,-73.906548384,40.669149566,POINT (-73.906548384 40.669149565999994),5126,090600,223.6367422400726
STOP&SHOP SUPERMARKET CO LLC THE,-73.062492674,40.769294924,POINT (-73.062492674 40.76929492400001),323,146619,1083.365117981216
HAMILTON WHOLE FOODS LTD,-75.544477457,42.826126065,POINT (-75.544477457 42.826126065),2395,030900,1297.6255457076013
TRIPLE F DELI CORP,-73.582774072,40.674841423,POINT (-73.582774072 40.674841423),5408,414002,520.4768988947815
GLENOAKS DELI&GROCERY INC,-73.717534288,40.744311852,POINT (-73.717534288 40.744311851999996),4168,157902,556.9421771190556
SAHEL LLC THE,-73.925975959,40.758933328,POINT (-73.925975959 40.758933328000005),3003,005900,192.9081498831491
JERANNIE DELI GROCERY CORP,-73.951523832,40.6894085,POINT (-73.951523832 40.68940849999999),4957,024300,244.28947338021388
VEGA EXECUTIVES INC,-78.877105162,42.91836494,POINT (-78.877105162 42.918364940000004),1396,006501,450.25219388909335
LIAN JIANG GROCERY INC,-74.010464034,40.641301782,POINT (-74.010464034 40.641301782),3297,010000,25.994945723267243
TRIPLE STAR DELI INC,-73.74034438,40.65925431,POINT (-73.74034438 40.65925431),2112,065402,400.0605323273258
XINGLONG GROCERY INC,-74.009935387,40.629969868,POINT (-74.009935387 40.629969868),4741,012801,299.36380451499616
STEWARTS SHOPS CORP,-75.069247854,43.037199612,POINT (-75.069247854 43.037199612000016),651,010201,303.0450967097796
86 FOOD MARKET INC,-73.992780565,40.601535184,POINT (-73.992780565 40.60153518399999),4801,029600,67.23061099639504
GOLD STAR FARM INC,-73.804832564,40.755088046,POINT (-73.804832564 40.755088046),4329,119100,225.23364540824943
CHESTNUT MARTS INC,-73.837498265,40.922336979,POINT (-73.837498265 40.922336978999994),4911,003800,220.34482826156977
SEA LAND SEAFOOD & MEAT MARKET INC,-73.987057402,40.597563251,POINT (-73.987057402 40.597563251),4582,030000,143.8542493271959
M MEDINA INC,-73.519360945,40.764093473,POINT (-73.519360945 40.764093473),1045,519300,503.4113900217339
PIEMONTE HOME MADE RAVIOLI CO INC,-73.997056426,40.719369445,POINT (-73.997056426 40.71936944499999),3594,004100,38.0612309935891
EUROLAB MARKET INC,-73.888821077,40.85389304,POINT (-73.888821077 40.85389304),2732,039100,166.8841351796981
MAMARONECK VARIETY CORP,-73.738537577,40.954079666,POINT (-73.738537577 40.954079666000005),7,007300,431.18950078469095
DUANE READE ET AL PRTS,-73.95794789,40.81500256,POINT (-73.95794789 40.81500255999999),1549,021303,408.5753725229235
K&P ASTORIA INC,-73.926109315,40.756824273,POINT (-73.926109315 40.756824273),2784,005700,39.637367695232044
MAD JOES RESTAURANT LLC,-74.561983205,44.816431354,POINT (-74.561983205 44.816431353999995),2029,950301,5547.80068064864
SONAL FOOD CORP,-74.616950945,41.756282487,POINT (-74.616950945 41.75628248699999),2167,950802,3260.7598361266014
CENTRAL MUNCHIES LLC,-73.769190951,42.662239616,POINT (-73.769190951 42.66223961600001),4858,000800,386.8264585436105
P&M UTOPIA LLC,-73.792018729,40.753114149,POINT (-73.792018729 40.753114149000005),2946,145900,121.71730358245762
145 CORAM INC,-72.987341021,40.873232102,POINT (-72.987341021 40.873232102),381,158713,1416.510820572016
WALGREEN EASTERN CO INC,-77.637929189,43.164412763,POINT (-77.637929189 43.164412762999994),2797,004100,250.67619641758685
VERDIGRIS TEA LLC,-73.793583798,42.254513126,POINT (-73.793583798 42.254513126),2972,001300,853.571425681936
CVS ALBANY LLC,-73.606847484,40.666202782,POINT (-73.606847484 40.66620278199999),5311,413500,478.3930873829258
"KPH HEALTHCARE SERVICES, INC.",-75.290825644,43.117304371,POINT (-75.290825644 43.117304370999996),748,023200,957.9159297898142
DELI BROTHERS CORP,-73.911428411,41.292359993,POINT (-73.911428411 41.292359993),86,014300,262.3970546121346
ADVANCED FRESH CONCEPTS FRANCHISE CORP,-76.121158766,43.148200066,POINT (-76.121158766 43.148200066),3864,010500,1204.4744383727482
BOBBY DELI & CONVINIENCE INC,-73.99083236,40.618695999,POINT (-73.99083236 40.618695998999996),4511,025200,167.44154580179887
CHANNERY HILL FARM LLC,-74.938001835,41.854661895,POINT (-74.938001835 41.854661895),2304,950400,2673.9218113765996
THORNBEE FARMS LLC,-77.334663466,43.152725372,POINT (-77.334663466 43.152725372),1378,020202,1654.7007218322742
BHAKTI 14 INC,-73.845912606,40.784788523,POINT (-73.845912606 40.784788523),2979,092500,273.7024461038603
SONS KITCHEN LLC,-73.971304788,40.795771582,POINT (-73.971304788 40.795771582),112,018500,440.12738244757304
M GOURMET DELI GRILL CORP,-73.99803912,40.638329769,POINT (-73.99803912 40.63832976900001),3301,011400,156.7502179070225
DOLGEN NEW YORK LLC,-78.723447721,42.811162581,POINT (-78.723447721 42.81116258099999),2668,017302,1678.5046541226884
APON SUPERMARKET INC,-78.824204774,42.896294665,POINT (-78.824204774 42.896294665000006),1976,002801,316.93170790506264
HAR HAR PHARMACY CORP,-73.863378062,40.751443175,POINT (-73.863378062 40.751443175),4184,040502,38.08424065437762
INWOOD PARK GROCERY CORP,-73.921731112,40.868216916,POINT (-73.921731112 40.86821691599999),3436,029500,281.2187187488329
BRAZEN BREWING LLC,-78.631015895,42.944970982,POINT (-78.631015895 42.944970982),2855,014208,770.5720539005202
FAST FOOD EXPRESS CORP,-73.641001477,42.695794554,POINT (-73.641001477 42.695794553999995),3765,052305,1234.4941042147138
SMOKE HOUSE OF THE CATSKILLS INC,-74.001494979,42.082194147,POINT (-74.001494979 42.082194147),4354,950400,3163.826162040661
KUHAR FAMILY FARM LLC,-74.139607201,42.514002557,POINT (-74.139607201 42.514002557),704,014802,5165.199446802379
ROBIBERO FAMILY VINEYARDS LLC,-74.162895984,41.714405288,POINT (-74.16289598400002 41.714405287999995),2641,954200,2945.470901698618
SEVEN BROTHERS DELI INC,-73.055283387,40.9349341,POINT (-73.055283387 40.93493409999999),356,158209,530.6278916817413
GUNKS HOLDINGS CORP,-73.802634996,41.106657293,POINT (-73.802634996 41.10665729299999),4391,012000,796.9965650718316
BRUNSWICK FUEL & FOOD MART INC,-73.569265294,42.749479303,POINT (-73.569265294 42.749479302999994),4449,052002,1694.872202306577
BJS WHOLESALE CLUB INC,-73.959170558,41.098458954,POINT (-73.959170558 41.098458953999994),3489,011102,892.1370493623932
15908 DELI GOURMET CORP,-73.935637779,40.832230263,POINT (-73.935637779 40.83223026299999),3415,024302,59.480079001691195
IACONO FARM LLC,-72.206059132,40.971258879,POINT (-72.206059132 40.97125887899998),388,200904,514.5479071440901
RAINBOW PAPER SALES INC,-73.981713855,40.638907827,POINT (-73.981713855 40.63890782699999),4494,022800,28.6339703953563
DELTA SONIC CAR WASH SYSTEMS INC,-77.653048382,43.203743879,POINT (-77.653048382 43.20374387900001),5060,013902,685.0654671415598
CAN STOP REDEMPTION CENTER &GROCERIES IN,-73.690153208,42.724421058,POINT (-73.690153208 42.724421058),4639,040800,238.38443841737924
383 CAPELLAN GROCERY CORP,-73.923229041,40.809440078,POINT (-73.923229041 40.809440078),635,003900,155.2371826245775
WIDOW JANE DISTILLERIES LLC,-74.015284299,40.677346229,POINT (-74.015284299 40.677346228999994),2475,005303,650.1464416348992
JRI FLATLAND FOOD CORP,-73.892392621,40.647725983,POINT (-73.892392621 40.647725982999994),4544,098400,137.27585899332925
HOLA CENTRO AMERICA GROCERY STORE CORP,-73.411926913,40.84573967,POINT (-73.411926913 40.845739669999986),423,111102,796.6241912244607
A PLUS CONVENIENCE STORES INC,-78.800887996,42.878088836,POINT (-78.800887996 42.878088835999996),3374,016700,577.6212319079956
NO 2 VARIEDADES DE MI CULTURA EBENEZER G,-73.877732825,40.828859983,POINT (-73.877732825 40.828859983),3152,005002,176.43937266754355
WALGREEN EASTERN CO INC,-75.641232196,43.07947789,POINT (-75.641232196 43.07947789),2357,030103,1851.4909273096196
SHREENATHJI CORP,-73.613806979,40.649703131,POINT (-73.613806979 40.649703130999995),5313,413700,544.060039794581
REFILLERY STOREHOUSE LLC,-73.865747877,41.709298027,POINT (-73.865747877 41.709298026999996),3461,140201,684.7196418628353
MOHAMED AMAR SALEH,-78.802309399,42.928128756,POINT (-78.802309399 42.928128756),231,004402,468.6433629257317
72ST GROCERY INC,-74.005944344,40.621937826,POINT (-74.005944344 40.62193782599999),5272,019600,222.13609594847753
HARRISON MINI MART INC,-73.714332736,40.967707551,POINT (-73.714332736 40.967707551),26,008404,265.6702672569788
BIG LOTS STORES LLC,-77.606960487,43.087552596,POINT (-77.606960487 43.087552596),441,013101,1913.2325877423673
LAST STOP DELI GROCERY CORP THE,-73.845638099,40.869981056,POINT (-73.845638099 40.869981056),2743,035000,273.6432927424129
MOHAMED TALIM,-73.883662016,40.845745327,POINT (-73.883662016 40.84574532700001),744,036300,153.6456069601496
FA GROCERY INC,-72.653436872,40.921534835,POINT (-72.653436872 40.921534834999996),1782,169800,1420.5814885393954
TR BUSINESS GROUP INC,-77.73644044,43.142717673,POINT (-77.73644044 43.142717673),623,014202,537.0596379945824
GURU PETROLEUM INC,-74.083817673,44.925986642,POINT (-74.083817673 44.925986642),2031,952000,6251.384919075353
MARIANITAS GROCERY CORP,-73.867068865,40.752466941,POINT (-73.867068865 40.75246694100001),2175,040702,114.88048166586715
JOES GOURMET DELI INC,-73.963451029,40.798742338,POINT (-73.963451029 40.798742338),3646,018900,170.88853825466055
KONATEH MUSTAPHA,-73.914754351,40.822144947,POINT (-73.914754351 40.82214494699999),5249,006900,90.00681450898537
DUTCHESS TERMINALS INC,-73.912711681,41.925247746,POINT (-73.912711681 41.92524774599999),3124,160005,602.3908151530655
MAVROS FOOD CORP,-73.491622132,40.771140228,POINT (-73.491622132 40.77114022799999),1072,519801,353.0238331306005
CHAMPION DELI & GROCERY CORP,-73.996022183,40.690862551,POINT (-73.996022183 40.690862551),5222,000700,199.3682389953142
FOOD EXPRESS INC,-73.901083215,40.745573789,POINT (-73.901083215 40.745573789000005),2764,026100,186.3294392737636
DOLLAR TREE STORES INC,-73.174265676,40.798868947,POINT (-73.174265676 40.79886894700001),1914,145804,927.2190887441653
GATES BROTHER DELI CORP,-73.950988396,40.686282595,POINT (-73.950988396 40.68628259499999),4957,024300,204.6048865808949
DOLLAR TREE STORES INC,-73.920521268,40.653542797,POINT (-73.920521268 40.65354279699999),4941,088800,210.65242190913193
FAST STOP DELI & MINI MART CORP,-73.94417701,40.62977063,POINT (-73.94417701 40.62977063),4606,077600,287.37993205000686
STOP 77 DELI CORP,-74.023075362,40.628006533,POINT (-74.023075362 40.62800653299999),3312,013600,129.5828544515215
WEAVERS FARM MARKET LLC,-77.216096836,42.822087874,POINT (-77.216096836 42.82208787399999),4320,051301,2175.3094739717226
20 AVENUE GROCERY INC,-73.988273281,40.614416115,POINT (-73.988273281 40.61441611499998),4939,025800,144.9468519830366
